2025-04-26 18:45:06,942 - INFO - Initializing AI core...
2025-04-26 18:45:06,942 - ERROR - Error in verification: 'coroutine' object is not subscriptable
2025-04-26 18:45:44,739 - INFO - Initializing AI core...
2025-04-26 18:45:46,885 - INFO - Running inference for 90 seconds...
2025-04-26 18:45:50,930 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:50,930 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,947 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,947 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:51,948 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,591 - INFO - Generated: HaloWeave,self).__init__()
      self.branch_width=branch_width
      self.stream_frame_rate=stream_frame_rate

  defcall(self,x):
      x
2025-04-26 18:45:52,591 - INFO - KV Mirror stats: {'active': 0, 'pruned': 0, 'total': 0, 'timestamp': 1745707546.3865073}
2025-04-26 18:45:52,953 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:52,954 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,956 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,956 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,956 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:53,957 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,459 - INFO - Generated: =tf.reshape(x,[16000,self.branch_width,1024])    
      #orB,12,1024    
      x=tf.res
2025-04-26 18:45:54,459 - INFO - KV Mirror stats: {'active': 0, 'pruned': 0, 'total': 0, 'timestamp': 1745707546.3865073}
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:54,966 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:55,991 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,381 - INFO - Generated: hape(x,[1024,12,1])
      x=tf.image.per_image_standalone_resize(x,1024,1024)
      
2025-04-26 18:45:56,381 - INFO - KV Mirror stats: {'active': 0, 'pruned': 0, 'total': 0, 'timestamp': 1745707546.3865073}
2025-04-26 18:45:56,995 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,995 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,995 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,995 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,995 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,995 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,995 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,995 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:56,996 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,018 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,019 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:58,359 - INFO - Generated: #([]isinstantiation
      #Secondmodel:Onlyreshaping
      tf_shape_before_shape=tf.shape(x)
      x=tf.reshape(x,[1,*tf
2025-04-26 18:45:58,360 - INFO - KV Mirror stats: {'active': 0, 'pruned': 0, 'total': 0, 'timestamp': 1745707546.3865073}
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,022 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,023 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:45:59,023 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,031 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:00,444 - INFO - Generated: _shape_before_shape[1:]]iftf_shape_before_shape[0]>1else[tf_shape_before_shape[0]])
      cropOrigin=(-7,-38,
2025-04-26 18:46:00,444 - INFO - KV Mirror stats: {'active': 0, 'pruned': 0, 'total': 0, 'timestamp': 1745707546.3865073}
2025-04-26 18:46:01,056 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:01,057 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:01,057 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:01,057 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:01,057 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:01,057 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:01,057 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:01,057 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:01,057 - INFO - Event: brightness_update, Token count: 0
2025-04-26 18:46:01,057 - INFO - Event: brightness_update, Token count: 0
